file_name,phrase
farctic_a0442.wav,"You live on an income which is your father earned.
"
farctic_a0443.wav,"He was worth nothing to the world.
"
farctic_a0444.wav,"Then you don't believe in altruism.
"
farctic_a0445.wav,"The creative joy, I murmured.
"
farctic_a0446.wav,"He deluged me, overwhelmed me with argument.
"
farctic_a0447.wav,"Ah, it is growing dark and darker.
"
farctic_a0448.wav,"I was Hump, cabin boy on the schooner Ghost.
"
farctic_a0449.wav,"A sinewy hand, dripping with water, was clutching the rail.
"
farctic_a0450.wav,"No man ate of the seal meat or the oil.
"
farctic_a0451.wav,"I noticed blood spouting from Kerfoot's left hand.
"
farctic_a0452.wav,"Three oilers and a fourth engineer, was his greeting.
"
farctic_a0453.wav,"Eighteen hundred, he calculated.
"
farctic_a0454.wav,"The sharp voice of Wolf Larsen aroused me.
"
farctic_a0455.wav,"I obeyed, and a minute or two later they stood before him.
"
farctic_a0456.wav,"But it won't continue, she said with easy confidence.
"
farctic_a0457.wav,"What I saw I could not at first believe.
"
farctic_a0458.wav,"The stout wood was crushed like an eggshell.
"
farctic_a0459.wav,"There's too much of the schoolboy in me.
"
farctic_a0460.wav,"I had forgotten their existence.
"
farctic_a0461.wav,"Ah, we were very close together in that moment.
"
farctic_a0462.wav,"But she swung obediently on her heel into the wind.
"
farctic_a0463.wav,"They are his tongue, by which he makes his knowledge articulate.
"
farctic_a0464.wav,"Between the rush of the cascades, streaks of rust showed everywhere.
"
farctic_a0465.wav,"He'll never do a tap of work the whole Voyage.
"
farctic_a0466.wav,"Captain West may be a Samurai, but he is also human.
"
farctic_a0467.wav,"And so early in the voyage, too.
"
farctic_a0468.wav,"In the matter of curry she is a sheer genius.
"
farctic_a0469.wav,"The eastern heavens were equally spectacular.
"
farctic_a0470.wav,"He spat it out like so much venom.
"
farctic_a0471.wav,"I saw mister Pike nod his head grimly and sarcastically.
"
farctic_a0472.wav,"He is too keenly intelligent, too sharply sensitive, successfully to endure.
"
farctic_a0473.wav,"The night was calm and snowy.
"
farctic_a0474.wav,"I sailed third mate in the little Vampire before you were born.
"
farctic_a0475.wav,"His outstretched arm dropped to his side, and he paused.
"
farctic_a0476.wav,"At this moment I felt a stir at my shoulder.
"
farctic_a0477.wav,"Wada, Louis, and the steward are servants of Asiatic breed.
"
farctic_a0478.wav,"Also, she has forbidden them smoking their pipes in the after room.
"
farctic_a0479.wav,"I tried to read George Moore last night, and was dreadfully bored.
"
farctic_a0480.wav,"Tom Spink has a harpoon.
"
farctic_a0481.wav,"Nimrod replied, with a slight manifestation of sensitiveness.
"
farctic_a0482.wav,"And their chief virtue lies in that they will never wear out.
"
farctic_a0483.wav,"Beyond dispute, Corry Hutchinson had married Mabel Holmes.
"
farctic_a0484.wav,"No sir ee.
"
farctic_a0485.wav,"Each insult added to the value of the claim.
"
farctic_a0486.wav,"For the rest, he was a mere automaton.
"
farctic_a0487.wav,"The river bared its bosom, and snorting steamboats challenged the wilderness.
"
farctic_a0488.wav,"Their love burned with increasing brightness.
"
farctic_a0489.wav,"They were artists, not biologists.
"
farctic_a0490.wav,"Both Johnny and his mother shuffled their feet as they walked.
"
farctic_a0491.wav,"And as in denial of guilt, the one legged boy replied.
"
farctic_a0492.wav,"Burnt out like the crater of a volcano.
"
farctic_a0493.wav,"The boy, O'Brien, was specially maltreated.
"
farctic_a0494.wav,"O'Brien took off his coat and bared his right arm.
"
farctic_a0495.wav,"He bore no grudges and had few enemies.
"
farctic_a0496.wav,"And Tom King patiently endured.
"
farctic_a0497.wav,"King took every advantage he knew.
"
farctic_a0498.wav,"The lines were now very taut.
"
farctic_a0499.wav,"And right there I saw and knew it all.
"
farctic_a0500.wav,"Who the devil gave it to you to be judge and jury.
"
